county,state,fips,cancer_rate,avg_annual_count,five_year_trend,has_cancer_data,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
shelby county,iowa,19165,456.9,84,0.7,1,True,False,False,False,True,False
angelina county,texas,48005,456.9,478,-1.1,1,True,False,False,True,False,False
massac county,illinois,17127,456.8,95,-0.2,1,False,True,False,False,False,True
ector county,texas,48135,456.8,619,1.5,1,False,True,False,False,False,True
mercer county,west virginia,54055,456.8,402,-1.4,1,True,False,False,True,False,False
big horn county,montana,30003,456.7,61,0.3,1,True,False,False,False,False,True
daggett county,utah,49009,456.7,7,-999,1,True,False,True,False,False,False
victoria county,texas,48469,456.7,490,-0.7,1,False,True,False,True,False,False
fayette county,tennessee,47047,456.6,287,-0.7,1,False,True,False,False,False,True
coleman county,texas,48083,456.5,62,-0.2,1,True,False,False,False,False,True
rogers county,oklahoma,40131,456.4,531,0.1,1,False,True,False,False,False,True
lake county,south dakota,46079,456.4,72,-1.4,1,True,False,False,False,False,True
wilson county,north carolina,37195,456.4,480,-0.3,1,True,False,False,False,False,True
kimble county,texas,48267,456.4,33,0,1,True,False,False,False,False,True
rusk county,texas,48401,456.4,302,0.3,1,False,True,False,False,False,True
elk county,pennsylvania,42047,456.4,219,-2,1,True,False,False,True,False,False
bedford county,pennsylvania,42009,456.3,335,-0.4,1,True,False,False,False,False,True
hillsborough county,new hampshire,33011,456.3,2397,-0.8,1,False,True,False,True,False,False
westchester county,new york,36119,456.3,5867,-0.9,1,False,True,False,True,False,False
bradley county,arkansas,05011,456.2,66,1.2,1,True,False,False,False,False,True
murray county,minnesota,27101,456.1,63,0.2,1,True,False,False,False,False,True
dent county,missouri,29065,456.1,99,-0.3,1,True,False,False,False,False,True
lucas county,iowa,19117,456.1,59,-0.3,1,True,False,False,False,False,True
franklin county,ohio,39049,455.9,6011,-0.4,1,False,True,False,True,False,False
ashland county,wisconsin,55003,455.8,104,-1.5,1,True,False,False,False,False,True
portage county,ohio,39133,455.8,923,0,1,False,True,False,False,False,True
saunders county,nebraska,31155,455.8,134,0.2,1,False,True,False,False,False,True
san luis obispo county,california,06079,455.6,1792,1.2,1,False,True,False,False,False,True
teton county,montana,30099,455.6,43,-0.5,1,True,False,False,False,False,True
pitt county,north carolina,37147,455.6,816,0.8,1,False,True,False,False,False,True
crawford county,iowa,19047,455.5,97,0,1,True,False,False,False,False,True
barton county,missouri,29011,455.3,73,0.6,1,True,False,False,False,False,True
brooke county,west virginia,54009,455.3,167,-0.3,1,False,True,False,False,False,True
gonzales county,texas,48177,455.3,108,3.3,1,True,False,False,False,False,True
lincoln county,south dakota,46083,455,297,6.7,1,False,True,False,False,True,False
norfolk city,virginia,51710,455,1060,-0.3,1,False,True,False,False,False,True
ulster county,new york,36111,454.8,1185,-0.8,1,False,True,False,True,False,False
oconee county,south carolina,45073,454.8,559,-0.7,1,True,False,False,True,False,False
sebastian county,arkansas,05131,454.7,704,0.4,1,False,True,False,False,False,True
carroll county,iowa,19027,454.7,135,-0.1,1,True,False,False,False,False,True
charlotte county,virginia,51037,454.6,82,0.6,1,True,False,False,False,False,True
grundy county,missouri,29079,454.6,63,-0.2,1,True,False,False,False,False,True
washington county,maryland,24043,454.6,911,-0.4,1,False,True,False,False,False,True
mclennan county,texas,48309,454.5,1282,1.3,1,False,True,False,False,False,True
stark county,ohio,39151,454.5,2345,-0.3,1,False,True,False,False,False,True
galveston county,texas,48167,454.5,1818,3.3,1,False,True,False,False,True,False
winnebago county,iowa,19189,454.4,70,0.7,1,True,False,False,False,False,True
hunt county,texas,48231,454.4,547,-0.3,1,False,True,False,False,False,True
washington county,oklahoma,40147,454.3,320,-0.5,1,True,False,False,False,False,True
sumter county,alabama,01119,454.3,70,-7.2,1,True,False,False,False,False,True
norfolk county,massachusetts,25021,454.3,4198,-1.3,1,False,True,False,True,False,False
richland county,illinois,17159,454.3,105,-0.2,1,True,False,False,False,False,True
arenac county,michigan,26011,454.2,115,-0.7,1,True,False,False,False,False,True
henrico county,virginia,51087,454.2,1826,0.9,1,False,True,False,False,False,True
custer county,nebraska,31041,454.2,71,-0.3,1,True,False,False,False,False,True
newton county,mississippi,28101,454.1,118,0,1,True,False,False,False,False,True
montgomery county,north carolina,37123,454.1,172,0.3,1,True,False,False,False,False,True
polk county,nebraska,31143,454,34,-0.2,1,True,False,False,False,False,True
desoto county,florida,12027,454,226,0.6,1,True,False,False,False,False,True
evans county,georgia,13109,453.9,60,-0.4,1,True,False,False,False,False,True
hale county,alabama,01065,453.9,94,6.4,1,False,True,False,False,True,False
york county,south carolina,45091,453.9,1431,-0.8,1,False,True,False,True,False,False
wright county,missouri,29229,453.9,114,-5.7,1,True,False,False,True,False,False
bristol county,massachusetts,25005,453.8,3357,-5.3,1,False,True,False,True,False,False
manatee county,florida,12081,453.8,3101,-0.9,1,False,True,False,True,False,False
etowah county,alabama,01055,453.8,640,-0.1,1,False,True,False,False,False,True
trempealeau county,wisconsin,55121,453.8,186,0.1,1,True,False,False,False,False,True
potter county,pennsylvania,42105,453.7,118,-0.2,1,True,False,False,False,False,True
jefferson county,west virginia,54037,453.7,335,0.1,1,False,True,False,False,False,True
isle of wight county,virginia,51093,453.7,244,-0.5,1,False,True,False,False,False,True
fayette county,pennsylvania,42051,453.7,873,-4.8,1,False,True,False,True,False,False
st. francis county,arkansas,05123,453.7,134,3.8,1,True,False,False,False,False,True
caledonia county,vermont,50005,453.6,199,-1.2,1,True,False,False,True,False,False
gratiot county,michigan,26057,453.6,240,-0.2,1,True,False,False,False,False,True
hettinger county,north dakota,38041,453.5,18,0.9,1,True,False,False,False,False,True
tippah county,mississippi,28139,453.4,125,1.2,1,True,False,False,False,False,True
henderson county,kentucky,21101,453.4,270,-8.4,1,True,False,False,True,False,False
gallatin county,illinois,17059,453.4,35,-1.5,1,True,False,False,True,False,False
grimes county,texas,48185,453.3,173,0.9,1,True,False,False,False,True,False
mcdonough county,illinois,17109,453.3,157,-6,1,True,False,False,True,False,False
knox county,tennessee,47093,453.2,2564,-0.9,1,False,True,False,True,False,False
douglas county,wisconsin,55031,453.1,274,-1.2,1,False,True,False,True,False,False
pontotoc county,oklahoma,40123,453.1,212,-0.7,1,True,False,False,False,False,True
story county,iowa,19169,453.1,402,0,1,False,True,False,False,False,True
gloucester county,virginia,51073,453.1,255,-2.8,1,False,True,False,True,False,False
ada county,idaho,16001,453.1,2490,-0.8,1,False,True,False,True,False,False
jefferson county,iowa,19101,453,113,0.1,1,True,False,False,False,False,True
moniteau county,missouri,29135,453,85,0.3,1,False,True,False,False,False,True
carson city,nevada,32510,453,377,-0.5,1,False,True,False,False,False,True
delaware county,ohio,39041,452.9,1063,-0.6,1,False,True,False,True,False,False
susquehanna county,pennsylvania,42115,452.9,284,-2.5,1,True,False,False,True,False,False
mcleod county,minnesota,27085,452.8,230,-0.1,1,True,False,False,False,False,True
carroll county,mississippi,28015,452.7,72,0.7,1,True,False,False,False,False,True
taylor county,texas,48441,452.7,684,0.4,1,False,True,False,False,False,True
augusta county,virginia,51015,452.7,520,-4.5,1,False,True,False,True,False,False
briscoe county,texas,48045,452.7,11,1,1,True,False,False,False,False,True
poweshiek county,iowa,19157,452.7,120,0.1,1,True,False,False,False,False,True
howard county,nebraska,31093,452.7,43,-1.6,1,False,True,False,True,False,False
allen county,ohio,39003,452.6,603,0,1,False,True,False,False,False,True
androscoggin county,maine,23001,452.6,663,-1,1,False,True,False,True,False,False
clearwater county,idaho,16035,452.5,73,-0.1,1,True,False,False,False,False,True
orangeburg county,south carolina,45075,452.5,530,-0.6,1,True,False,False,False,False,True
buffalo county,nebraska,31019,452.4,247,-5.8,1,True,False,False,True,False,False
noxubee county,mississippi,28103,452.4,57,0.2,1,True,False,False,False,False,True
jefferson county,wisconsin,55055,452.3,499,-0.3,1,True,False,False,False,False,True
santa barbara county,california,06083,452.3,2292,2.5,1,False,True,False,False,False,True
mcintosh county,oklahoma,40091,452.3,142,-0.7,1,True,False,False,False,False,True
wilson county,tennessee,47189,452.2,798,-0.4,1,False,True,False,False,False,True
houston county,minnesota,27055,452.2,127,-0.6,1,False,True,False,False,False,True
stanley county,south dakota,46117,452.2,19,-1.7,1,True,False,False,False,False,True
franklin county,maine,23007,452.2,208,-0.9,1,True,False,False,False,False,True
lamar county,alabama,01075,452.1,91,0.5,1,True,False,False,False,False,True
todd county,kentucky,21219,452.1,67,-5.9,1,True,False,False,False,False,True
menifee county,kentucky,21165,452.1,43,-2.8,1,True,False,False,True,False,False
faulkner county,arkansas,05045,452.1,572,-0.2,1,False,True,False,False,False,True
oscoda county,michigan,26135,452,66,-0.2,1,True,False,False,False,False,True
new castle county,delaware,10003,451.9,3132,-0.8,1,False,True,False,True,False,False
catawba county,north carolina,37035,451.9,957,-3.4,1,False,True,False,True,False,False
saline county,missouri,29195,451.8,133,1,1,True,False,False,False,False,True
jefferson county,pennsylvania,42065,451.8,293,-5.2,1,True,False,False,True,False,False
franklin county,tennessee,47051,451.7,269,-0.4,1,True,False,False,False,False,True
st. charles county,missouri,29183,451.6,2191,-0.8,1,False,True,False,True,False,False
harris county,georgia,13145,451.6,212,0.4,1,False,True,False,False,False,True
pulaski county,georgia,13235,451.5,66,4.5,1,True,False,False,False,True,False
anchorage borough,alaska,02020,451.5,1291,0.4,1,False,True,False,False,False,True
yoakum county,texas,48501,451.5,34,0,1,True,False,False,False,False,True
oglala lakota,south dakota,46102,451.4,44,-1.4,1,True,False,False,False,False,True
marion county,south carolina,45067,451.4,187,0,1,True,False,False,False,False,True
botetourt county,virginia,51023,451.4,241,0.4,1,False,True,False,False,False,True
adams county,iowa,19003,451.4,27,0.9,1,True,False,False,False,True,False
sanilac county,michigan,26151,451.4,276,-0.1,1,True,False,False,False,False,True
leon county,florida,12073,451.3,1345,3.2,1,False,True,False,False,True,False
franklin county,virginia,51067,451.3,388,0.2,1,False,True,False,False,False,True
bolivar county,mississippi,28011,451.2,172,-10.8,1,True,False,False,True,False,False
beaver county,utah,49001,451.2,32,0.6,1,True,False,False,False,False,True
osceola county,florida,12097,451.1,1810,-2,1,False,True,False,True,False,False
ellis county,texas,48139,451.1,886,-0.3,1,False,True,False,False,False,True
benton county,missouri,29015,450.9,167,-1,1,True,False,False,False,False,True
waupaca county,wisconsin,55135,450.7,349,-0.5,1,True,False,False,False,False,True
king william county,virginia,51101,450.7,99,-0.7,1,False,True,False,False,False,True
potter county,south dakota,46107,450.6,17,0.4,1,True,False,False,False,False,True
hardeman county,texas,48197,450.4,24,-0.1,1,True,False,False,False,False,True
somerset county,new jersey,34035,450.3,1956,-0.7,1,False,True,False,True,False,False
dorchester county,south carolina,45035,450.3,812,-1,1,False,True,False,True,False,False
clarendon county,south carolina,45027,450.3,225,0.3,1,True,False,False,False,False,True
bonneville county,idaho,16019,450.1,554,0.2,1,False,True,False,False,False,True
rutherford county,tennessee,47149,450,1409,-0.1,1,False,True,False,False,False,True
calhoun county,arkansas,05013,449.9,33,1.6,1,True,False,False,False,False,True
scott county,mississippi,28123,449.8,150,-1.7,1,False,True,False,True,False,False
bledsoe county,tennessee,47007,449.8,98,-0.8,1,True,False,False,False,False,True
freestone county,texas,48161,449.7,124,0.1,1,True,False,False,False,False,True
crawford county,illinois,17033,449.5,119,-3,1,True,False,False,True,False,False
montgomery county,tennessee,47125,449.5,805,-0.3,1,False,True,False,False,False,True
fayette county,georgia,13113,449.4,722,-0.4,1,False,True,False,False,False,True
carbon county,utah,49007,449.4,111,0.1,1,True,False,False,False,False,True
laramie county,wyoming,56021,449.4,543,1,1,False,True,False,False,False,True
portsmouth city,virginia,51740,449.3,499,-0.3,1,False,True,False,False,False,True
upson county,georgia,13293,449.3,170,0.1,1,True,False,False,False,False,True
glascock county,georgia,13125,449.2,16,-999,1,True,False,True,False,False,False
coryell county,texas,48099,449.2,318,-0.7,1,False,True,False,True,False,False
grant county,wisconsin,55043,449.1,290,-0.2,1,True,False,False,False,False,True
washington county,tennessee,47179,449.1,780,0.2,1,False,True,False,False,False,True
seminole county,oklahoma,40133,449.1,141,-0.7,1,True,False,False,True,False,False
independence county,arkansas,05063,449,215,-0.2,1,True,False,False,False,False,True
putnam county,tennessee,47141,449,419,-0.6,1,True,False,False,False,False,True
dauphin county,pennsylvania,42043,449,1614,-0.3,1,False,True,False,False,False,True
chittenden county,vermont,50007,448.8,875,-0.6,1,False,True,False,True,False,False
pope county,arkansas,05115,448.8,340,-0.4,1,True,False,False,False,False,True
philadelphia county,pennsylvania,42101,448.7,7762,-4.6,1,False,True,False,True,False,False
lafayette county,florida,12067,448.7,45,1.1,1,True,False,False,False,False,True
gwinnett county,georgia,13135,448.7,4001,0,1,False,True,False,False,False,True
tehama county,california,06103,448.6,405,-0.7,1,True,False,False,True,False,False
webster county,kentucky,21233,448.6,76,-0.4,1,True,False,False,False,False,True
alcorn county,mississippi,28003,448.5,208,-4,1,True,False,False,True,False,False
freeborn county,minnesota,27047,448.5,208,0.2,1,True,False,False,False,False,True
lapeer county,michigan,26087,448.5,554,-1.9,1,False,True,False,True,False,False
boone county,missouri,29019,448.5,798,-0.5,1,False,True,False,True,False,False
wexford county,michigan,26165,448.4,210,-7.3,1,True,False,False,True,False,False
hamilton county,texas,48193,448.4,59,0.1,1,True,False,False,False,False,True
middlesex county,virginia,51119,448.3,95,-1.3,1,True,False,False,True,False,False
chesapeake city,virginia,51550,448.3,1225,-0.2,1,False,True,False,False,False,True
cuming county,nebraska,31039,448.3,57,-0.2,1,True,False,False,False,False,True
mcnairy county,tennessee,47109,448.3,164,0.1,1,True,False,False,False,False,True
polk county,tennessee,47139,448.3,115,-3,1,False,True,False,True,False,False
laurens county,south carolina,45059,448.2,405,-5,1,False,True,False,True,False,False
bristol county,rhode island,44001,448.2,325,-0.6,1,False,True,False,False,False,True
door county,wisconsin,55029,448.2,251,-0.9,1,True,False,False,True,False,False
titus county,texas,48449,448.2,154,-0.2,1,True,False,False,False,False,True
spartanburg county,south carolina,45083,448.2,1769,-0.6,1,False,True,False,True,False,False
florence county,south carolina,45041,448.1,782,-1.4,1,False,True,False,True,False,False
richmond city,virginia,51760,448,1083,-1.2,1,False,True,False,True,False,False
union county,new jersey,34039,448,2960,1.4,1,False,True,False,False,False,True
washington county,vermont,50023,448,381,0.8,1,True,False,False,False,False,True
dupage county,illinois,17043,447.9,5105,-0.5,1,False,True,False,True,False,False
shawano county,wisconsin,55115,447.8,269,-0.1,1,True,False,False,False,False,True
louisa county,virginia,51109,447.8,242,-1.2,1,True,False,False,False,False,True
fluvanna county,virginia,51065,447.8,171,-1,1,False,True,False,True,False,False
hickman county,kentucky,21105,447.7,32,0,1,True,False,False,False,False,True
montgomery county,alabama,01101,447.7,1198,0.3,1,False,True,False,False,False,True
wheeler county,texas,48483,447.6,32,0,1,True,False,False,False,False,True
washita county,oklahoma,40149,447.6,63,-0.7,1,True,False,False,False,False,True
barron county,wisconsin,55005,447.6,318,0.6,1,True,False,False,False,False,True
gem county,idaho,16045,447.5,129,-3,1,False,True,False,False,False,True
renville county,north dakota,38075,447.5,15,1.2,1,False,True,False,False,False,True
rockdale county,georgia,13247,447.5,488,0.2,1,False,True,False,False,False,True
early county,georgia,13099,447.5,64,0.8,1,True,False,False,False,False,True
barnstable county,massachusetts,25001,447.4,1982,-1.4,1,False,True,False,True,False,False
grafton county,new hampshire,33009,447.3,596,-0.8,1,True,False,False,True,False,False
yuba county,california,06115,447.3,362,-0.5,1,False,True,False,False,False,True
la crosse county,wisconsin,55063,447.3,652,-0.8,1,False,True,False,True,False,False
fulton county,arkansas,05049,447.2,90,0.2,1,True,False,False,False,False,True
columbia county,wisconsin,55021,447.2,359,-0.5,1,False,True,False,False,False,True
lavaca county,texas,48285,447.2,139,-0.5,1,True,False,False,False,False,True
alachua county,florida,12001,447.1,1297,-0.8,1,False,True,False,True,False,False
kerr county,texas,48265,447.1,399,1.9,1,True,False,False,False,True,False
passaic county,new jersey,34031,447.1,2687,0.5,1,False,True,False,False,False,True
marathon county,wisconsin,55073,447,812,-1.6,1,False,True,False,True,False,False
liberty county,florida,12077,447,42,-0.1,1,True,False,False,False,False,True
kenai peninsula borough,alaska,02122,446.9,345,-0.9,1,True,False,False,True,False,False
barnes county,north dakota,38003,446.9,73,-1.3,1,True,False,False,True,False,False
virginia beach city,virginia,51810,446.8,2316,-2.6,1,False,True,False,True,False,False
juab county,utah,49023,446.8,47,0.7,1,False,True,False,False,False,True
marengo county,alabama,01091,446.8,116,0.5,1,True,False,False,False,False,True
sequatchie county,tennessee,47153,446.8,101,-0.9,1,False,True,False,False,False,True
tompkins county,new york,36109,446.7,508,2,1,False,True,False,False,False,True
desoto county,mississippi,28033,446.6,871,-3.8,1,False,True,False,True,False,False
grady county,oklahoma,40051,446.6,307,0.1,1,False,True,False,False,False,True
rusk county,wisconsin,55107,446.6,105,-0.1,1,True,False,False,False,False,True
amherst county,virginia,51009,446.5,209,-0.6,1,False,True,False,False,False,True
eaton county,michigan,26045,446.5,659,-0.9,1,False,True,False,True,False,False
hancock county,georgia,13141,446.4,62,-999,1,True,False,True,False,False,False
mcdowell county,west virginia,54047,446.4,131,-0.8,1,True,False,False,False,False,True
leelanau county,michigan,26089,446.3,189,-1.1,1,False,True,False,True,False,False
adair county,oklahoma,40001,446.3,105,0.2,1,True,False,False,False,False,True
carter county,montana,30011,446.3,11,2.2,1,True,False,False,False,False,True
floyd county,virginia,51063,446.1,105,0.3,1,False,True,False,False,False,True
mccormick county,south carolina,45065,446.1,90,-0.3,1,True,False,False,False,False,True
edgar county,illinois,17045,446.1,113,-0.8,1,True,False,False,False,False,True
pike county,pennsylvania,42103,446,415,-1,1,True,False,False,True,False,False
lee county,arkansas,05077,446,55,1.6,1,True,False,False,False,True,False
lancaster county,pennsylvania,42071,446,3184,-0.5,1,False,True,False,True,False,False
henry county,alabama,01067,446,118,-0.9,1,False,True,False,True,False,False
westmoreland county,virginia,51193,446,137,-0.4,1,True,False,False,False,False,True
clarke county,mississippi,28023,446,100,-0.4,1,True,False,False,False,False,True
carver county,minnesota,27019,445.9,502,-0.2,1,False,True,False,False,False,True
bennington county,vermont,50003,445.9,262,-1.5,1,True,False,False,True,False,False
pondera county,montana,30073,445.9,38,-1.6,1,True,False,False,True,False,False
le flore county,oklahoma,40079,445.9,276,0.1,1,True,False,False,False,False,True
kane county,illinois,17089,445.9,2585,-0.5,1,False,True,False,True,False,False
clay county,missouri,29047,445.8,1252,-0.8,1,False,True,False,True,False,False
burnet county,texas,48053,445.8,328,-0.7,1,True,False,False,False,False,True
jackson county,minnesota,27063,445.7,69,0.8,1,True,False,False,False,False,True
iosco county,michigan,26069,445.7,207,1.9,1,True,False,False,False,False,True
clay county,north carolina,37043,445.7,96,0.4,1,True,False,False,False,False,True
yell county,arkansas,05149,445.7,116,-0.2,1,True,False,False,False,False,True
hendry county,florida,12051,445.7,185,4.5,1,True,False,False,False,False,True
wood county,wisconsin,55141,445.7,489,-0.6,1,True,False,False,False,False,True
avery county,north carolina,37011,445.6,121,0.4,1,True,False,False,False,False,True
prowers county,colorado,08099,445.5,65,-0.1,1,True,False,False,False,False,True
summers county,west virginia,54089,445.5,88,1.5,1,True,False,False,False,False,True
franklin county,vermont,50011,445.4,278,0.3,1,False,True,False,False,False,True
dane county,wisconsin,55025,445.3,2640,-0.2,1,False,True,False,False,False,True
williamson county,texas,48491,445.1,2653,-3.3,1,False,True,False,True,False,False
anderson county,south carolina,45007,445.1,1180,-0.8,1,False,True,False,True,False,False
delaware county,pennsylvania,42045,445.1,3166,-6.1,1,False,True,False,True,False,False
adams county,pennsylvania,42001,444.9,668,-0.6,1,False,True,False,False,False,True
manistee county,michigan,26101,444.9,187,-1.4,1,True,False,False,True,False,False
st. clair county,missouri,29185,444.8,69,-0.1,1,True,False,False,False,False,True
bibb county,alabama,01007,444.8,128,-0.1,1,False,True,False,False,False,True
tioga county,pennsylvania,42117,444.7,279,-1.6,1,True,False,False,True,False,False
overton county,tennessee,47133,444.7,142,-12.1,1,True,False,False,True,False,False
brown county,texas,48049,444.7,237,-0.8,1,True,False,False,True,False,False
brazoria county,texas,48039,444.6,1647,1,1,False,True,False,False,False,True
morrow county,ohio,39117,444.6,210,0.2,1,False,True,False,False,False,True
san juan county,washington,53055,444.6,164,-0.1,1,True,False,False,False,False,True
marion county,oregon,41047,444.6,1786,-0.5,1,False,True,False,True,False,False
bowie county,texas,48037,444.5,514,1.3,1,False,True,False,False,False,True
cumberland county,maine,23005,444.5,1830,-1.1,1,False,True,False,True,False,False
barbour county,alabama,01005,444.5,158,1.9,1,True,False,False,False,False,True
johnson county,missouri,29101,444.5,237,-0.1,1,True,False,False,False,False,True
perry county,tennessee,47135,444.5,55,-1.7,1,True,False,False,True,False,False
pulaski county,arkansas,05119,444.5,2089,-0.7,1,False,True,False,True,False,False
taney county,missouri,29213,444.5,361,2.1,1,True,False,False,False,True,False
auglaize county,ohio,39011,444.4,271,-1.6,1,True,False,False,True,False,False
roseau county,minnesota,27135,444.4,92,-0.1,1,True,False,False,False,False,True
benton county,minnesota,27009,444.3,197,-1,1,False,True,False,True,False,False
red willow county,nebraska,31145,444.1,70,-0.5,1,True,False,False,False,False,True
san patricio county,texas,48409,444.1,340,0.1,1,False,True,False,False,False,True
frederick county,maryland,24021,444,1392,0.3,1,False,True,False,False,False,True
alleghany county and clifton forge city,virginia,51005,444,112,-0.3,1,True,False,False,False,False,True
middlesex county,new jersey,34023,443.8,4519,-0.8,1,False,True,False,True,False,False
calhoun county,west virginia,54013,443.6,45,-0.5,1,True,False,False,False,False,True
putnam county,missouri,29171,443.5,33,1.5,1,True,False,False,False,False,True
perkins county,nebraska,31135,443.5,19,-1.2,1,True,False,False,False,False,True
marin county,california,06041,443.4,1785,-0.6,1,False,True,False,True,False,False
dallas county,iowa,19049,443.4,421,-0.4,1,False,True,False,False,False,True
navarro county,texas,48349,443.4,282,-0.5,1,True,False,False,False,False,True
emmons county,north dakota,38029,443.4,27,0.7,1,True,False,False,False,False,True
randall county,texas,48381,443.4,697,-0.7,1,False,True,False,True,False,False
hamilton county,florida,12047,443.3,82,1.1,1,True,False,False,False,False,True
chesterfield county,virginia,51041,443.2,1879,-0.8,1,False,True,False,True,False,False
forest county,wisconsin,55041,443.2,67,-0.2,1,True,False,False,False,False,True
lincoln county,mississippi,28085,443.2,198,-0.6,1,True,False,False,False,False,True
lee county,florida,12071,443.2,5773,-0.2,1,False,True,False,False,False,True
webster county,georgia,13307,443,16,1.8,1,True,False,False,False,False,True
portage county,wisconsin,55097,443,382,-0.6,1,True,False,False,False,False,True
putnam county,ohio,39137,443,200,-0.1,1,True,False,False,False,False,True
dillingham census area,alaska,02070,442.9,19,0.6,1,True,False,False,False,False,True
benton county,mississippi,28009,442.6,45,0.8,1,False,True,False,False,False,True
baldwin county,alabama,01003,442.5,1450,0,1,False,True,False,False,False,True
florence county,wisconsin,55037,442.5,35,0.2,1,True,False,False,False,False,True
brookings county,south dakota,46011,442.5,140,-0.2,1,True,False,False,False,False,True
sanders county,montana,30089,442.5,106,-0.2,1,True,False,False,False,False,True
johnson county,arkansas,05071,442.5,141,0.4,1,True,False,False,False,False,True
cass county,missouri,29037,442.4,601,-0.2,1,False,True,False,False,False,True
gulf county,florida,12045,442.4,107,0.3,1,True,False,False,False,False,True
taliaferro county,georgia,13265,442.4,13,-999,1,True,False,True,False,False,False
windsor county,vermont,50027,442.3,402,-6,1,True,False,False,True,False,False
brule county,south dakota,46015,442.3,32,-0.7,1,True,False,False,False,False,True
boone county,illinois,17007,442.1,289,-0.3,1,False,True,False,False,False,True
richmond county,virginia,51159,442.1,58,0.7,1,True,False,False,False,False,True
oldham county,texas,48359,442.1,10,21.3,1,False,True,False,False,False,True
unicoi county,tennessee,47171,442.1,121,-2.5,1,False,True,False,False,False,True
lubbock county,texas,48303,442,1323,-0.8,1,False,True,False,True,False,False
dekalb county,georgia,13089,442,3515,-0.3,1,False,True,False,True,False,False
buckingham county,virginia,51029,441.9,106,-0.3,1,True,False,False,False,False,True
morgan county,tennessee,47129,441.9,127,-1.6,1,False,True,False,True,False,False
holt county,nebraska,31089,441.9,66,-0.4,1,True,False,False,False,False,True
kossuth county,iowa,19109,441.8,105,0,1,True,False,False,False,False,True
st. clair county,alabama,01115,441.7,515,-0.3,1,False,True,False,False,False,True
archer county,texas,48009,441.6,56,4.3,1,False,True,False,False,True,False
chippewa county,michigan,26033,441.6,218,-0.2,1,True,False,False,False,False,True
montgomery county,pennsylvania,42091,441.6,4960,-4.6,1,False,True,False,True,False,False
kewaunee county,wisconsin,55061,441.6,134,0.6,1,False,True,False,False,False,True
wilkes county,north carolina,37193,441.6,440,-0.7,1,True,False,False,True,False,False
tooele county,utah,49045,441.4,256,0,1,False,True,False,False,False,True
king county,washington,53033,441.4,10600,-0.1,1,False,True,False,False,False,True
barry county,missouri,29009,441.4,227,0.3,1,True,False,False,False,False,True
hyde county,north carolina,37095,441.4,33,0,1,True,False,False,False,False,True
bee county,texas,48025,441.3,138,1.9,1,True,False,False,False,True,False
walsh county,north dakota,38099,441.2,72,0.6,1,True,False,False,False,False,True
hertford county,north carolina,37091,441,136,-0.7,1,True,False,False,False,False,True
clark county,illinois,17023,440.9,93,-0.6,1,True,False,False,False,False,True
eastland county,texas,48133,440.9,116,0.7,1,True,False,False,False,False,True
lac qui parle county,minnesota,27073,440.7,53,-0.8,1,True,False,False,False,False,True
kendall county,texas,48259,440.7,265,-0.4,1,False,True,False,False,False,True
cole county,missouri,29051,440.6,428,-1.1,1,False,True,False,True,False,False
marlboro county,south carolina,45069,440.6,158,-0.4,1,True,False,False,False,False,True
dewitt county,texas,48123,440.6,121,-0.5,1,True,False,False,False,False,True
klamath county,oregon,41035,440.5,438,-0.5,1,True,False,False,False,False,True
roanoke county,virginia,51161,440.5,615,-0.2,1,False,True,False,False,False,True
humboldt county,california,06023,440.5,769,-0.9,1,True,False,False,True,False,False
newaygo county,michigan,26123,440.5,304,-0.8,1,True,False,False,True,False,False
marshall county,oklahoma,40095,440.4,102,-0.2,1,True,False,False,False,False,True
sullivan county,new york,36105,440.3,469,-1.1,1,True,False,False,True,False,False
idaho county,idaho,16049,440.1,130,0.9,1,True,False,False,False,True,False
webster county,missouri,29225,440.1,202,-0.2,1,False,True,False,False,False,True
sauk county,wisconsin,55111,440.1,391,-0.1,1,True,False,False,False,False,True
macon county,north carolina,37113,440,291,-0.6,1,True,False,False,False,False,True
butler county,nebraska,31023,439.8,53,0.1,1,True,False,False,False,False,True
stevens county,minnesota,27149,439.8,49,-0.1,1,True,False,False,False,False,True
churchill county,nevada,32001,439.7,146,-1,1,True,False,False,False,False,True
outagamie county,wisconsin,55087,439.6,994,-0.5,1,False,True,False,True,False,False
providence county,rhode island,44007,439.5,3425,-1,1,False,True,False,True,False,False
surry county,virginia,51181,439.4,50,-5.3,1,False,True,False,True,False,False
bleckley county,georgia,13023,439.4,71,0.8,1,True,False,False,False,False,True
clackamas county,oregon,41005,439.4,2432,-2.6,1,False,True,False,True,False,False
charleston county,south carolina,45019,439.1,2212,-1.1,1,False,True,False,True,False,False
charles county,maryland,24017,439.1,806,-0.4,1,False,True,False,False,False,True
essex county,new jersey,34013,439,4120,-0.5,1,False,True,False,False,False,True
shelby county,ohio,39149,439,263,-0.2,1,True,False,False,False,False,True
moody county,south dakota,46101,438.9,38,0.5,1,True,False,False,False,False,True
windham county,vermont,50025,438.9,311,-1.4,1,True,False,False,False,False,True
jim wells county,texas,48249,438.9,193,1.9,1,True,False,False,False,False,True
mecosta county,michigan,26107,438.9,234,-0.6,1,True,False,False,False,False,True
turner county,south dakota,46125,438.9,55,0.6,1,False,True,False,False,False,True
